objectid,pcon18cd,pcon18nm,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
568,S14000035,Glasgow South West,253614,663773,-4.33950996,55.84487915,27089653.3515834,26365.5822785698
569,S14000036,Glenrothes,328253,698904,-3.15725994,56.17734146,178082113.015912,68960.9301381456
570,S14000037,Gordon,370511,829595,-2.49175,57.35586166,1520416417.46769,276374.335039649
571,S14000038,Inverclyde,227922,670899,-4.75387001,55.90034866,163243756.225089,61709.8929956539
572,S14000039,"Inverness, Nairn, Badenoch and Strathspey",263458,814404,-4.26163006,57.19998932,4932869448.67537,398732.885711722
573,S14000040,Kilmarnock and Loudoun,255398,633167,-4.2948699,55.57064056,706902045.437031,176626.541016063
574,S14000041,Kirkcaldy and Cowdenbeath,322259,690504,-3.2513299,56.10094833,148535192.626587,82933.2031684819
575,S14000042,Lanark and Hamilton East,290722,650833,-3.74201989,55.73851013,366351342.246899,123550.889336487
576,S14000043,Linlithgow and East Falkirk,292663,672963,-3.7198801,55.93769073,279489176.01211,116487.015458878
577,S14000044,Livingston,302051,663045,-3.56606007,55.85062027,270773363.151829,96093.2906572171
578,S14000045,Midlothian,330088,659217,-3.1173799,55.82110977,354670934.367735,110254.804824936
579,S14000046,Moray,328024,843593,-3.20186996,57.47682953,2251873850.23331,338060.522669337
580,S14000047,Motherwell and Wishaw,277792,656049,-3.95017004,55.78224945,56966329.6753981,37649.0413656822
581,S14000048,North Ayrshire and Arran,195921,636363,-5.23905993,55.57804108,813098813.592935,233077.589331003
582,S14000049,North East Fife,338928,714312,-2.98890996,56.31724167,772771767.164026,150544.144832157
583,S14000050,Ochil and South Perthshire,293171,714167,-3.72827005,56.30783081,1722942157.67382,250174.058967083
584,S14000051,Orkney and Shetland,434516,1180307,-1.37344003,60.50495148,2455890574.72562,1957947.2272012
585,S14000052,Paisley and Renfrewshire North,243336,668523,-4.50622988,55.88428116,133905999.096935,56094.5235723242
586,S14000053,Paisley and Renfrewshire South,239382,660301,-4.56450987,55.80918121,138424829.611213,70379.4660149569
587,S14000054,Perth and North Perthshire,282156,752482,-3.9235301,56.64923859,3830181668.02924,398564.744241849
588,S14000055,"Ross, Skye and Lochaber",211302,834601,-5.13901997,57.36264038,12589130912.7549,2335094.04192442
589,S14000056,Rutherglen and Hamilton West,268594,657784,-4.09755993,55.7954216,51462394.7978389,45712.3650248263
590,S14000057,Stirling,255980,708769,-4.32595015,56.24953079,2260025998.86089,287363.68887465
591,S14000058,West Aberdeenshire and Kincardine,342584,792624,-2.94729996,57.02112961,3269815477.32596,398888.369249573
592,S14000059,West Dunbartonshire,242904,681587,-4.52074003,56.00141144,177274256.041927,71207.4621295056
593,W07000041,Ynys Môn,245222,378346,-4.32290983,53.27944946,710456965.040799,198008.442402786
594,W07000042,Delyn,318273,370838,-3.22570992,53.22827911,282100323.217264,104803.257141153
595,W07000043,Alyn and Deeside,330102,362484,-3.04672003,53.15488815,152106476.991324,79314.654654037
596,W07000044,Wrexham,336339,353957,-2.95177007,53.07904053,102989218.817763,48485.6440107537
597,W07000045,Llanelli,249768,205472,-4.17667007,51.72777939,232977623.836411,93162.1679539609
598,W07000046,Gower,256421,192102,-4.07490015,51.60939026,299601672.882421,131861.990781178
599,W07000047,Swansea West,262790,193117,-3.98338008,51.62009811,34924275.7628792,28429.9056792121
600,W07000048,Swansea East,267106,196223,-3.92226005,51.64905167,49286285.6106141,34221.51942769
601,W07000049,Aberavon,281996,189115,-3.70475006,51.58848953,178967895.053813,91483.3249694665
602,W07000050,Cardiff Central,319313,179182,-3.16394997,51.50577927,15713939.4476995,17617.1873412857
603,W07000051,Cardiff North,316056,181631,-3.2114501,51.52732086,43663520.0566116,32975.5645719365
604,W07000052,Rhondda,296949,196169,-3.49106002,51.65483093,100759720.552372,44867.6845770649
605,W07000053,Torfaen,327169,200182,-3.05515003,51.69564056,117981305.978377,69312.3532413986
606,W07000054,Monmouth,337812,209231,-2.90280008,51.77827072,834173244.446916,180259.137655947
607,W07000055,Newport East,338924,188370,-2.88302994,51.59085083,124438609.498697,62186.4073216889
608,W07000056,Newport West,328762,186182,-3.02924991,51.56998825,95425231.373168,63063.9383466889
609,W07000057,Arfon,256909,361593,-4.14025021,53.13225174,405729029.810388,107587.808043043
610,W07000058,Aberconwy,276098,360888,-3.8533299,53.13071823,610302482.456861,139156.259030293
611,W07000059,Clwyd West,297156,361691,-3.53898001,53.14242172,925130092.335207,190138.19768912
612,W07000060,Vale of Clwyd,306235,374013,-3.40691996,53.25482178,215703555.575363,95629.0071876093
613,W07000061,Dwyfor Meirionnydd,273979,326158,-3.87144995,52.81819916,2152220901.73066,382273.817741432
614,W07000062,Clwyd South,327082,342911,-3.08743,52.97856903,627090122.781508,166782.728011121
615,W07000063,Montgomeryshire,301718,304472,-3.45350003,52.62908936,2185187749.13226,280280.956942925
616,W07000064,Ceredigion,267126,268437,-3.94993997,52.29795074,1785835078.62936,259108.533184465
617,W07000065,Preseli Pembrokeshire,193261,226426,-5.00630999,51.89794159,1180553678.61322,286441.446974917
618,W07000066,Carmarthen West and South Pembrokeshire,216128,213332,-4.66739988,51.78834915,1032360840.91632,226891.572359332
619,W07000067,Carmarthen East and Dinefwr,262869,228244,-3.99612999,51.9357605,1561938432.17979,247052.33816597
620,W07000068,Brecon and Radnorshire,305328,248413,-3.38434005,52.12588882,3011680621.63614,306887.499827143
621,W07000069,Neath,280613,203826,-3.72972989,51.72040939,265708631.701601,81849.3009910973
622,W07000070,Cynon Valley,297160,203213,-3.49008989,51.71818161,181041430.409923,76178.6647002607
623,W07000071,Merthyr Tydfil and Rhymney,307976,203618,-3.33367991,51.72370148,162939328.653382,64031.2583320099
624,W07000072,Blaenau Gwent,318236,206771,-3.18592,51.75363922,109263457.433733,58169.8056831771
625,W07000073,Bridgend,287202,179713,-3.62662005,51.50505066,85068682.2153793,48175.4209756719
626,W07000074,Ogmore,291741,187410,-3.56361008,51.57513046,202915662.901227,70057.2527939337
627,W07000075,Pontypridd,307034,185796,-3.34257007,51.56335068,104583862.666776,58997.1480311935
628,W07000076,Caerphilly,316860,188276,-3.2014401,51.58718109,115015651.037502,59226.3988836414
629,W07000077,Islwyn,320517,196276,-3.15048003,51.65961838,113273765.068298,56241.3067056462
630,W07000078,Vale of Glamorgan,302293,173083,-3.40741992,51.44826889,315616911.374307,86027.3160068702
631,W07000079,Cardiff West,312437,178939,-3.26293993,51.50257111,51822443.9159441,35030.263796382
632,W07000080,Cardiff South and Penarth,317979,171824,-3.1814599,51.43944931,48252770.0027439,48786.4658053507
633,N06000001,Belfast East,152079,529068,-5.83806992,54.5952301,55107884.0126754,35943.9756696628
634,N06000002,Belfast North,145236,534734,-5.9486599,54.64262009,50147486.9704129,34470.1303238926
635,N06000003,Belfast South,145758,526423,-5.93339014,54.56837082,44620888.2880057,38835.148682142
636,N06000004,Belfast West,141839,529165,-5.99627018,54.59096909,47575572.7618893,31613.6782586722
637,N06000005,East Antrim,146667,564009,-5.95207977,54.90581131,587682164.289166,172992.556980663
638,N06000006,East Londonderry,89620,579624,-6.85567999,55.01348877,1278693687.62503,208301.403076357
639,N06000007,Fermanagh and South Tyrone,40652,510258,-7.53268003,54.36014938,2508877208.64826,385447.713025979
640,N06000008,Foyle,62897,578624,-7.27067995,54.9871788,184469799.5545,70995.3409012031
641,N06000009,Lagan Valley,136134,513375,-6.07020998,54.4464798,466344071.997828,119009.727526233
642,N06000010,Mid Ulster,96559,546851,-6.71309996,54.72425079,1354979004.4323,182116.17048593
643,N06000011,Newry and Armagh,101133,493856,-6.58872986,54.2522583,1083113292.67119,181771.032994257
644,N06000012,North Antrim,126408,577142,-6.2796998,55.01282883,1391825955.70058,229778.965939688
645,N06000013,North Down,161862,532857,-5.69006014,54.63391113,116715370.527455,71010.6878270144
646,N06000014,South Antrim,129133,539234,-6.2016902,54.67456818,783759230.337187,144891.238787895
647,N06000015,South Down,143313,489313,-5.93906021,54.23440933,1255438167.19731,239448.475624572
648,N06000016,Strangford,163128,515007,-5.65611982,54.47441101,654593912.356181,145717.832575685
649,N06000017,Upper Bann,115180,517442,-6.39632988,54.47161865,478805144.91754,113969.718080003
650,N06000018,West Tyrone,49749,544816,-7.43432999,54.67567062,1993974134.81408,261000.698858004
