Date,Region,General Ledger Account,Transcation Type,Customer Number,Item Category,Budget
21/10/2018,EUR,10100,STD,200310,Tire,"24,085.95"
21/10/2018,EUR,10100,STD,400955,Axle,"17,974.42"
21/10/2018,EUR,10100,STD,400955,Chains,48
21/10/2018,EUR,10100,STD,400955,Drivetrain,"2,160.39"
21/10/2018,EUR,10100,STD,400955,Tire,"18,840.08"
21/10/2018,EUR,10100,STD,420000,Axle,"11,138.41"
21/10/2018,EUR,10100,STD,420000,Chains,240
21/10/2018,EUR,10100,STD,420000,Tire,"3,382.95"
21/10/2018,EUR,10100,STD,431195,Axle,58
21/10/2018,EUR,10100,STD,431370,Axle,133.34
21/10/2018,EUR,10100,STD,431654,Tire,469.06
21/10/2018,EUR,10100,STD,433230,Axle,"1,152.60"
21/10/2018,EUR,10100,STD,433381,Axle,328.3
21/10/2018,EUR,10100,STD,499910,Tire,609.07
21/10/2018,MEA,10100,STD,110016,Bearing,23.23
21/10/2018,SAM,10100,STD,1077,Axle,"17,928.96"
21/10/2018,SAM,10100,STD,1077,Chains,"1,044.82"
21/10/2018,SAM,10100,STD,1077,Drivetrain,"1,467.42"
21/10/2018,SAM,10100,STD,1077,Pedal,227.48
21/10/2018,SAM,10100,STD,1077,Tire,"175,266.40"
21/10/2018,SAM,10100,STD,8000,Axle,558.9
21/10/2018,SAM,10100,STD,8000,Drivetrain,547.2
21/10/2018,SAM,10100,STD,8000,Tire,"1,719.48"
21/10/2018,SAM,10100,STD,16008,Axle,"10,350.10"
21/10/2018,SAM,10100,STD,16008,Chains,"1,522.60"
21/10/2018,SAM,10100,STD,16008,Tire,"72,246.92"
21/10/2018,SAM,10100,STD,17145,Axle,80.04
21/10/2018,SAM,10100,STD,17145,Drivetrain,551.06
21/10/2018,SAM,10100,STD,17145,Tire,"1,223.22"
21/10/2018,USA,10100,STD,110093,Tire,"1,318.24"
21/10/2018,USA,10100,STD,110300,Chains,"1,869.89"
21/10/2018,USA,10100,STD,110300,Tire,"91,314.17"
22/10/2018,AUZ,10100,STD,110100,Other,85.26
22/10/2018,AUZ,10100,STD,110101,Other,19.2
22/10/2018,AUZ,10100,STD,110104,Other,19.2
22/10/2018,AUZ,10100,STD,230220,Other,96.8
22/10/2018,AUZ,10100,STD,232810,Tire,"3,367.76"
22/10/2018,EUR,10100,STD,110250,Drivetrain,"6,565.44"
22/10/2018,EUR,10100,STD,110250,Tire,"14,873.90"
22/10/2018,EUR,10100,STD,120100,Other,385.4
22/10/2018,EUR,10100,STD,200115,Axle,335.16
22/10/2018,EUR,10100,STD,200115,Chains,45.78
22/10/2018,EUR,10100,STD,200115,Pedal,25.5
22/10/2018,EUR,10100,STD,200115,Tire,"1,188.54"
22/10/2018,EUR,10100,STD,200310,Axle,646.95
22/10/2018,EUR,10100,STD,200310,Chains,"23,149.18"
22/10/2018,EUR,10100,STD,200310,Drivetrain,"43,810.44"
22/10/2018,EUR,10100,STD,200310,Tire,"5,601.66"
22/10/2018,EUR,10100,STD,400900,Tire,"11,541.32"
22/10/2018,EUR,10100,STD,400955,Axle,"12,312.72"
22/10/2018,EUR,10100,STD,400955,Chains,127.2
22/10/2018,EUR,10100,STD,400955,Drivetrain,"1,049.04"
22/10/2018,EUR,10100,STD,400955,Tire,"18,428.10"
22/10/2018,EUR,10100,STD,420000,Axle,"9,927.75"
22/10/2018,EUR,10100,STD,420000,Tire,"22,539.02"
22/10/2018,EUR,10100,STD,431265,Tire,196
22/10/2018,EUR,10100,STD,431475,Axle,183.38
22/10/2018,EUR,10100,STD,431510,Axle,114.46
22/10/2018,EUR,10100,STD,431682,Axle,473.28
22/10/2018,EUR,10100,STD,499900,Tire,413.11
22/10/2018,EUR,10100,STD,499905,Axle,138.02
22/10/2018,EUR,10100,STD,499910,Tire,279.18
22/10/2018,SAM,10100,CRD,2095,Tire,"-4,345.32"
22/10/2018,SAM,10100,STD,1077,Axle,"16,963.45"
22/10/2018,SAM,10100,STD,1077,Chains,603.5
22/10/2018,SAM,10100,STD,1077,Drivetrain,97
22/10/2018,SAM,10100,STD,1077,Pedal,64.66
22/10/2018,SAM,10100,STD,1077,Tire,"57,113.55"
22/10/2018,SAM,10100,STD,3049,Tire,"30,719.04"
22/10/2018,SAM,10100,STD,4050,Tire,"12,861.57"
22/10/2018,SAM,10100,STD,8000,Chains,"1,312.00"
22/10/2018,SAM,10100,STD,8000,Tire,"6,940.14"
22/10/2018,SAM,10100,STD,14020,Axle,"1,691.76"
22/10/2018,SAM,10100,STD,14020,Drivetrain,"2,872.32"
22/10/2018,SAM,10100,STD,14020,Pedal,"5,159.28"
22/10/2018,SAM,10100,STD,14020,Tire,"14,422.59"
22/10/2018,SAM,10100,STD,14023,Axle,"3,281.52"
22/10/2018,SAM,10100,STD,14050,Axle,"86,710.00"
22/10/2018,USA,10100,STD,112020,Tire,"42,690.60"
23/10/2018,AUZ,10100,STD,110101,Other,134.4
23/10/2018,AUZ,10100,STD,110102,Other,9.84
23/10/2018,AUZ,10100,STD,110215,Other,"3,916.44"
23/10/2018,AUZ,10100,STD,230220,Other,60.03
23/10/2018,AUZ,10100,STD,232530,Axle,"388,956.32"
23/10/2018,EUR,10100,STD,120100,Other,90.78
23/10/2018,EUR,10100,STD,400900,Tire,"18,945.58"
23/10/2018,EUR,10100,STD,400955,Axle,"9,748.80"
23/10/2018,EUR,10100,STD,400955,Drivetrain,696.57
23/10/2018,EUR,10100,STD,400955,Tire,"12,451.23"
23/10/2018,EUR,10100,STD,420000,Axle,"1,205.08"
23/10/2018,EUR,10100,STD,420000,Tire,"3,775.41"
23/10/2018,EUR,10100,STD,431035,Axle,253
23/10/2018,EUR,10100,STD,433380,Axle,106.05
23/10/2018,SAM,10100,RTN,14020,Tire,-73.6
23/10/2018,SAM,10100,STD,2095,Axle,"6,890.88"
23/10/2018,SAM,10100,STD,2095,Chains,"1,602.72"
23/10/2018,SAM,10100,STD,2095,Drivetrain,"18,300.80"
23/10/2018,SAM,10100,STD,2095,Tire,"23,273.91"
23/10/2018,SAM,10100,STD,17145,Axle,460.6
23/10/2018,SAM,10100,STD,17145,Drivetrain,595.35
23/10/2018,SAM,10100,STD,17145,Tire,68.06
23/10/2018,USA,10100,STD,112020,Tire,765.44
24/10/2018,AUZ,10100,STD,110100,Axle,"1,984.68"
24/10/2018,AUZ,10100,STD,110101,Other,135.28
24/10/2018,AUZ,10100,STD,110102,Other,71
24/10/2018,AUZ,10100,STD,110104,Other,6.79
24/10/2018,AUZ,10100,STD,230220,Other,725.68
24/10/2018,AUZ,10100,STD,232560,Drivetrain,"1,469.76"
24/10/2018,EUR,10100,STD,110060,Axle,784.16
24/10/2018,EUR,10100,STD,120100,Other,"1,120.86"
24/10/2018,EUR,10100,STD,200115,Tire,343.44
24/10/2018,EUR,10100,STD,200310,Drivetrain,"26,551.24"
24/10/2018,EUR,10100,STD,400900,Tire,"8,606.64"
24/10/2018,EUR,10100,STD,400955,Axle,"16,182.69"
24/10/2018,EUR,10100,STD,400955,Chains,203.4
24/10/2018,EUR,10100,STD,400955,Drivetrain,364.56
24/10/2018,EUR,10100,STD,400955,Tire,"25,633.50"
24/10/2018,EUR,10100,STD,420000,Axle,"4,502.88"
24/10/2018,EUR,10100,STD,420000,Tire,"6,832.76"
24/10/2018,EUR,10100,STD,431325,Tire,342.3
24/10/2018,EUR,10100,STD,433230,Axle,598.26
24/10/2018,EUR,10100,STD,499910,Tire,163
24/10/2018,MEA,10100,STD,311116,Tire,"18,475.70"
24/10/2018,SAM,10100,RTN,3049,Axle,"-3,897.21"
24/10/2018,SAM,10100,RTN,3049,Drivetrain,-115.5
24/10/2018,SAM,10100,RTN,3049,Tire,"-4,830.84"
24/10/2018,SAM,10100,STD,3049,Tire,"10,340.94"
24/10/2018,SAM,10100,STD,3450,Axle,"1,462.80"
24/10/2018,SAM,10100,STD,17145,Drivetrain,275.52
24/10/2018,SAM,10100,STD,17145,Tire,412.08
25/10/2018,AUZ,10100,STD,110100,Other,22.22
25/10/2018,AUZ,10100,STD,110101,Other,129.71
25/10/2018,AUZ,10100,STD,110104,Axle,"1,942.47"
25/10/2018,AUZ,10100,STD,110104,Other,27.88
25/10/2018,AUZ,10100,STD,230220,Other,127.6
25/10/2018,AUZ,10100,STD,231460,Axle,"21,132.18"
25/10/2018,AUZ,10100,STD,232530,Axle,"75,153.52"
25/10/2018,EUR,10100,RTN,420000,Axle,-113.4
25/10/2018,EUR,10100,RTN,420000,Tire,-178.56
25/10/2018,EUR,10100,STD,120100,Other,230.4
25/10/2018,EUR,10100,STD,200025,Axle,"8,783.84"
25/10/2018,EUR,10100,STD,200025,Drivetrain,"12,826.90"
25/10/2018,EUR,10100,STD,200025,Pedal,"2,331.28"
25/10/2018,EUR,10100,STD,200025,Tire,"8,468.42"
25/10/2018,EUR,10100,STD,200310,Tire,"17,918.90"
25/10/2018,EUR,10100,STD,400900,Axle,"62,108.41"
25/10/2018,EUR,10100,STD,400900,Drivetrain,"2,967.72"
25/10/2018,EUR,10100,STD,400900,Tire,"41,962.96"
25/10/2018,EUR,10100,STD,400955,Axle,"13,614.30"
25/10/2018,EUR,10100,STD,400955,Bearing,2.02
25/10/2018,EUR,10100,STD,400955,Chains,48.6
25/10/2018,EUR,10100,STD,400955,Drivetrain,"1,383.84"
25/10/2018,EUR,10100,STD,400955,Tire,"15,560.88"
25/10/2018,EUR,10100,STD,420000,Axle,"5,448.06"
25/10/2018,EUR,10100,STD,420000,Drivetrain,223.2
25/10/2018,EUR,10100,STD,420000,Tire,"6,085.65"
25/10/2018,EUR,10100,STD,431220,Axle,126.5
25/10/2018,EUR,10100,STD,433370,Axle,296.82
25/10/2018,EUR,10100,STD,499910,Tire,391.04
25/10/2018,MEA,10100,STD,311113,Tire,"3,619.50"
25/10/2018,SAM,10100,CRD,2095,Tire,"-4,421.26"
25/10/2018,SAM,10100,RTN,14020,Axle,-260.59
25/10/2018,SAM,10100,RTN,14020,Drivetrain,"-10,590.80"
25/10/2018,SAM,10100,RTN,14020,Tire,"-10,128.69"
25/10/2018,SAM,10100,RTN,16008,Axle,-61.38
25/10/2018,SAM,10100,RTN,16008,Chains,-25.11
25/10/2018,SAM,10100,RTN,16008,Tire,"-1,334.07"
25/10/2018,SAM,10100,STD,1077,Axle,"6,047.79"
25/10/2018,SAM,10100,STD,1077,Chains,262.3
25/10/2018,SAM,10100,STD,1077,Pedal,70.76
25/10/2018,SAM,10100,STD,1077,Tire,"84,894.90"
25/10/2018,SAM,10100,STD,2095,Axle,"3,506.44"
25/10/2018,SAM,10100,STD,2095,Chains,"1,394.40"
25/10/2018,SAM,10100,STD,2095,Drivetrain,"18,883.66"
25/10/2018,SAM,10100,STD,2095,Tire,"5,467.08"
25/10/2018,SAM,10100,STD,3049,Tire,"8,406.08"
25/10/2018,SAM,10100,STD,14020,Axle,"1,961.12"
25/10/2018,SAM,10100,STD,14020,Chains,212.8
25/10/2018,SAM,10100,STD,14020,Drivetrain,"4,340.52"
25/10/2018,SAM,10100,STD,14020,Pedal,"1,189.22"
25/10/2018,SAM,10100,STD,14020,Tire,"31,015.04"
25/10/2018,SAM,10100,STD,16008,Axle,"4,452.03"
25/10/2018,SAM,10100,STD,16008,Chains,"1,961.68"
25/10/2018,SAM,10100,STD,16008,Tire,"28,494.40"
25/10/2018,SAM,10100,STD,999998,Axle,"22,788.71"
25/10/2018,USA,10100,STD,110091,Tire,"9,561.86"
25/10/2018,USA,10100,STD,110093,Drivetrain,"1,059.84"
26/10/2018,AUZ,10100,STD,110101,Other,3.36
26/10/2018,AUZ,10100,STD,110104,Other,7.29
26/10/2018,AUZ,10100,STD,230220,Axle,"7,085.15"
26/10/2018,AUZ,10100,STD,230220,Other,134.64
26/10/2018,AUZ,10100,STD,232810,Tire,"4,340.10"
26/10/2018,EUR,10100,STD,120100,Other,111.52
26/10/2018,EUR,10100,STD,200115,Tire,247.68
26/10/2018,EUR,10100,STD,400955,Axle,"29,722.46"
26/10/2018,EUR,10100,STD,400955,Chains,307.2
26/10/2018,EUR,10100,STD,400955,Drivetrain,"1,906.50"
26/10/2018,EUR,10100,STD,400955,Tire,"30,612.40"
26/10/2018,EUR,10100,STD,420000,Axle,"1,166.88"
26/10/2018,EUR,10100,STD,420000,Tire,"3,204.36"
26/10/2018,EUR,10100,STD,431260,Axle,58
26/10/2018,EUR,10100,STD,431495,Axle,140.94
26/10/2018,EUR,10100,STD,431565,Axle,190.3
26/10/2018,EUR,10100,STD,431635,Tire,144.42
26/10/2018,EUR,10100,STD,431670,Axle,269.1
26/10/2018,EUR,10100,STD,499910,Tire,76.44
26/10/2018,MEA,10100,STD,110015,Bearing,"1,149.08"
26/10/2018,MEA,10100,STD,311116,Tire,"3,897.46"
26/10/2018,SAM,10100,CRD,2095,Tire,"-5,947.20"
26/10/2018,SAM,10100,CRD,14020,Axle,"-26,247.20"
26/10/2018,SAM,10100,CRD,14020,Chains,"-1,332.24"
26/10/2018,SAM,10100,CRD,14020,Drivetrain,"-1,061.16"
26/10/2018,SAM,10100,CRD,14020,Pedal,"-16,097.55"
26/10/2018,SAM,10100,CRD,14020,Tire,"-43,413.87"
26/10/2018,SAM,10100,CRD,17145,Axle,-63.48
26/10/2018,SAM,10100,STD,2095,Tire,"3,942.03"
26/10/2018,SAM,10100,STD,6010,Tire,"39,124.05"
26/10/2018,SAM,10100,STD,8000,Axle,"13,233.60"
26/10/2018,SAM,10100,STD,8000,Chains,"3,182.46"
26/10/2018,SAM,10100,STD,8000,Drivetrain,"24,115.84"
26/10/2018,SAM,10100,STD,8000,Pedal,"2,407.32"
26/10/2018,SAM,10100,STD,8000,Saddle,73.2
26/10/2018,SAM,10100,STD,8000,Tire,"29,016.40"
26/10/2018,SAM,10100,STD,14020,Axle,"2,513.28"
26/10/2018,SAM,10100,STD,14020,Chains,"1,237.68"
26/10/2018,SAM,10100,STD,14020,Drivetrain,"5,302.50"
26/10/2018,SAM,10100,STD,14020,Pedal,374.44
26/10/2018,SAM,10100,STD,14020,Tire,"29,793.42"
26/10/2018,USA,10100,STD,110093,Axle,"113,637.60"
26/10/2018,USA,10100,STD,110093,Chains,382.95
26/10/2018,USA,10100,STD,110093,Tire,"89,732.18"
27/10/2018,AFR,10100,STD,310090,Other,43.7
27/10/2018,AUZ,10100,STD,110101,Other,5.7
27/10/2018,AUZ,10100,STD,110104,Other,55.62
27/10/2018,AUZ,10100,STD,230220,Other,23.49
27/10/2018,AUZ,10100,STD,230220,Pedal,"1,449.92"
27/10/2018,EUR,10100,RTN,420000,Axle,-67.98
27/10/2018,EUR,10100,RTN,420000,Tire,-85.68
27/10/2018,EUR,10100,STD,110060,Tire,386.4
27/10/2018,EUR,10100,STD,120100,Other,808.08
27/10/2018,EUR,10100,STD,200310,Tire,"26,308.55"
27/10/2018,EUR,10100,STD,400955,Axle,"16,805.36"
27/10/2018,EUR,10100,STD,400955,Chains,345
27/10/2018,EUR,10100,STD,400955,Drivetrain,890.01
27/10/2018,EUR,10100,STD,400955,Tire,"25,246.53"
27/10/2018,EUR,10100,STD,420000,Axle,"3,472.32"
27/10/2018,EUR,10100,STD,420000,Tire,"5,078.31"
27/10/2018,EUR,10100,STD,431260,Tire,232.5
27/10/2018,EUR,10100,STD,431525,Axle,227.52
27/10/2018,EUR,10100,STD,431525,Tire,279.3
27/10/2018,EUR,10100,STD,433300,Axle,62.31
27/10/2018,EUR,10100,STD,433360,Axle,445.55
27/10/2018,EUR,10100,STD,499910,Tire,367.84
27/10/2018,SAM,10100,STD,3450,Axle,"5,945.28"
27/10/2018,SAM,10100,STD,8000,Axle,"4,116.08"
27/10/2018,SAM,10100,STD,8000,Chains,395.58
27/10/2018,SAM,10100,STD,8000,Drivetrain,"1,522.56"
27/10/2018,SAM,10100,STD,8000,Pedal,132.3
27/10/2018,SAM,10100,STD,8000,Tire,"9,455.16"
27/10/2018,SAM,10100,STD,12015,Axle,"3,104.73"
27/10/2018,USA,10100,STD,110092,Tire,"1,060.92"
27/10/2018,USA,10100,STD,110093,Tire,"41,066.48"
28/10/2018,AUZ,10100,STD,110101,Other,5.76
28/10/2018,AUZ,10100,STD,110102,Other,78.66
28/10/2018,AUZ,10100,STD,110104,Other,22.25
28/10/2018,AUZ,10100,STD,230220,Other,164.72
28/10/2018,AUZ,10100,STD,230220,Pedal,"5,748.33"
28/10/2018,EUR,10100,RTN,420000,Axle,-44.88
28/10/2018,EUR,10100,RTN,420000,Tire,-161.07
28/10/2018,EUR,10100,STD,110250,Drivetrain,"6,920.70"
28/10/2018,EUR,10100,STD,110250,Tire,"10,786.50"
28/10/2018,EUR,10100,STD,120100,Other,126.56
28/10/2018,EUR,10100,STD,400900,Chains,222.53
28/10/2018,EUR,10100,STD,400900,Tire,"1,752.30"
28/10/2018,EUR,10100,STD,400955,Axle,"15,815.10"
28/10/2018,EUR,10100,STD,400955,Chains,69
28/10/2018,EUR,10100,STD,400955,Drivetrain,74.4
28/10/2018,EUR,10100,STD,400955,Tire,"11,663.18"
28/10/2018,EUR,10100,STD,420000,Axle,"4,178.70"
28/10/2018,EUR,10100,STD,420000,Tire,"10,727.23"
28/10/2018,EUR,10100,STD,431633,Tire,252.35
28/10/2018,EUR,10100,STD,433340,Axle,150.08
28/10/2018,EUR,10100,STD,433380,Axle,149.94
28/10/2018,SAM,10100,CRD,2095,Tire,"-11,947.20"
28/10/2018,SAM,10100,STD,3049,Tire,"73,886.82"
28/10/2018,SAM,10100,STD,3450,Axle,"7,822.30"
28/10/2018,SAM,10100,STD,8000,Axle,"6,300.84"
28/10/2018,SAM,10100,STD,8000,Chains,"1,063.18"
28/10/2018,SAM,10100,STD,8000,Drivetrain,"12,593.86"
28/10/2018,SAM,10100,STD,8000,Pedal,727.5
28/10/2018,SAM,10100,STD,8000,Tire,"11,423.88"
28/10/2018,SAM,10100,STD,12015,Axle,"207,752.96"
28/10/2018,SAM,10100,STD,17140,Tire,870.02
28/10/2018,SAM,10100,STD,17145,Axle,357.3
28/10/2018,SAM,10100,STD,17145,Drivetrain,241.08
28/10/2018,SAM,10100,STD,17145,Tire,"5,421.15"
01/11/2018,AFR,10100,STD,310090,Other,38.88
01/11/2018,AUZ,10100,STD,110100,Other,6.23
01/11/2018,AUZ,10100,STD,110101,Other,29.4
01/11/2018,AUZ,10100,STD,110102,Other,73.47
01/11/2018,AUZ,10100,STD,110104,Other,92.92
01/11/2018,AUZ,10100,STD,110104,Pedal,669.8
01/11/2018,AUZ,10100,STD,210290,Axle,"7,224.00"
01/11/2018,AUZ,10100,STD,230220,Other,43.68
01/11/2018,EUR,10100,RTN,200310,Drivetrain,"-45,467.36"
01/11/2018,EUR,10100,RTN,420000,Axle,-71.69
01/11/2018,EUR,10100,STD,400900,Axle,"54,105.90"
01/11/2018,EUR,10100,STD,400900,Drivetrain,"1,861.86"
01/11/2018,EUR,10100,STD,400900,Tire,"19,684.62"
01/11/2018,EUR,10100,STD,400955,Axle,"7,086.10"
01/11/2018,EUR,10100,STD,400955,Chains,196.2
01/11/2018,EUR,10100,STD,400955,Drivetrain,287.37
01/11/2018,EUR,10100,STD,400955,Tire,"14,891.58"
01/11/2018,EUR,10100,STD,420000,Axle,"3,666.60"
01/11/2018,EUR,10100,STD,420000,Tire,"7,431.84"
01/11/2018,EUR,10100,STD,431440,Axle,52.78
01/11/2018,EUR,10100,STD,433340,Chains,50.63
01/11/2018,EUR,10100,STD,433360,Axle,224.1
01/11/2018,EUR,10100,STD,433381,Axle,348.4
01/11/2018,EUR,10100,STD,499900,Tire,730
01/11/2018,EUR,10100,STD,499910,Tire,228.16
01/11/2018,MEA,10100,STD,110015,Bearing,"2,302.30"
01/11/2018,MEA,10100,STD,110025,Other,35.84
01/11/2018,SAM,10100,CRD,17145,Axle,-224.64
01/11/2018,SAM,10100,RTN,16008,Tire,-936.77
01/11/2018,SAM,10100,STD,3049,Tire,"62,485.28"
01/11/2018,SAM,10100,STD,3450,Axle,"1,579.05"
01/11/2018,SAM,10100,STD,3450,Saddle,882.75
01/11/2018,SAM,10100,STD,12015,Axle,"109,892.00"
02/11/2018,AUZ,10100,STD,110101,Other,114.48
02/11/2018,AUZ,10100,STD,110104,Other,125.43
02/11/2018,AUZ,10100,STD,230220,Other,135.89
02/11/2018,AUZ,10100,STD,230220,Pedal,"1,434.16"
02/11/2018,AUZ,10100,STD,232330,Axle,"49,025.90"
02/11/2018,AUZ,10100,STD,232330,Tire,"112,164.56"
02/11/2018,EUR,10100,RTN,420000,Tire,-187.92
02/11/2018,EUR,10100,STD,120100,Other,36.86
02/11/2018,EUR,10100,STD,200125,Drivetrain,"51,236.64"
02/11/2018,EUR,10100,STD,200310,Axle,202.95
02/11/2018,EUR,10100,STD,200310,Drivetrain,342.9
02/11/2018,EUR,10100,STD,200310,Tire,788.02
02/11/2018,EUR,10100,STD,400955,Axle,"19,424.65"
02/11/2018,EUR,10100,STD,400955,Chains,18.8
02/11/2018,EUR,10100,STD,400955,Drivetrain,691.92
02/11/2018,EUR,10100,STD,400955,Tire,"14,786.52"
02/11/2018,EUR,10100,STD,420000,Axle,"7,207.28"
02/11/2018,EUR,10100,STD,420000,Tire,"4,742.88"
02/11/2018,EUR,10100,STD,431185,Axle,255.3
02/11/2018,EUR,10100,STD,431185,Tire,227.5
02/11/2018,EUR,10100,STD,431535,Axle,193.52
02/11/2018,EUR,10100,STD,431570,Axle,117.3
02/11/2018,EUR,10100,STD,433020,Tire,"1,720.03"
02/11/2018,SAM,10100,CRD,4050,Pedal,-392.69
02/11/2018,SAM,10100,CRD,14020,Axle,"-9,247.66"
02/11/2018,SAM,10100,CRD,14020,Chains,-723.76
02/11/2018,SAM,10100,CRD,14020,Drivetrain,"-28,284.00"
02/11/2018,SAM,10100,CRD,14020,Pedal,"-6,476.28"
02/11/2018,SAM,10100,CRD,14020,Tire,"-36,104.46"
02/11/2018,SAM,10100,RTN,4050,Axle,-166.84
02/11/2018,SAM,10100,STD,3049,Tire,"93,777.75"
02/11/2018,SAM,10100,STD,7300,Pedal,"1,066.72"
02/11/2018,SAM,10100,STD,8000,Axle,"9,154.67"
02/11/2018,SAM,10100,STD,8000,Drivetrain,295.32
02/11/2018,SAM,10100,STD,8000,Tire,462.48
02/11/2018,SAM,10100,STD,14020,Axle,"1,598.24"
02/11/2018,SAM,10100,STD,14020,Drivetrain,664.34
02/11/2018,SAM,10100,STD,14020,Pedal,"3,418.24"
02/11/2018,SAM,10100,STD,14020,Tire,"14,409.60"
02/11/2018,SAM,10100,STD,17145,Tire,"1,313.76"
02/11/2018,USA,10100,STD,110092,Tire,"1,327.90"
03/11/2018,AUZ,10100,STD,110101,Other,139.92
03/11/2018,AUZ,10100,STD,110102,Other,78.3
03/11/2018,AUZ,10100,STD,110104,Other,10.8
03/11/2018,AUZ,10100,STD,210290,Axle,"1,217.76"
03/11/2018,AUZ,10100,STD,230220,Axle,"41,473.20"
03/11/2018,AUZ,10100,STD,230220,Other,277.68
03/11/2018,AUZ,10100,STD,230220,Pedal,856.54
03/11/2018,AUZ,10100,STD,232610,Axle,"104,218.72"
03/11/2018,AUZ,10100,STD,232610,Tire,"122,347.12"
03/11/2018,EUR,10100,RTN,420000,Axle,-60.3
03/11/2018,EUR,10100,STD,120100,Other,206.78
03/11/2018,EUR,10100,STD,200115,Axle,"17,164.80"
03/11/2018,EUR,10100,STD,200115,Chains,17.01
03/11/2018,EUR,10100,STD,200115,Tire,"39,156.39"
03/11/2018,EUR,10100,STD,200310,Tire,890.4
03/11/2018,EUR,10100,STD,400400,Chains,100
03/11/2018,EUR,10100,STD,400400,Tire,"2,423.58"
03/11/2018,EUR,10100,STD,400900,Axle,"82,578.28"
03/11/2018,EUR,10100,STD,400900,Drivetrain,"1,815.36"
03/11/2018,EUR,10100,STD,400900,Tire,"44,885.96"
03/11/2018,EUR,10100,STD,400955,Axle,"7,050.42"
03/11/2018,EUR,10100,STD,400955,Chains,115
03/11/2018,EUR,10100,STD,400955,Drivetrain,752.49
03/11/2018,EUR,10100,STD,400955,Tire,"7,141.50"
03/11/2018,EUR,10100,STD,420000,Axle,"12,530.32"
03/11/2018,EUR,10100,STD,420000,Chains,64.8
03/11/2018,EUR,10100,STD,420000,Drivetrain,102.3
03/11/2018,EUR,10100,STD,420000,Tire,"24,768.90"
03/11/2018,EUR,10100,STD,431160,Axle,271.4
03/11/2018,EUR,10100,STD,433140,Axle,693.6
03/11/2018,EUR,10100,STD,433325,Axle,69.01
03/11/2018,EUR,10100,STD,433395,Axle,734.4
03/11/2018,EUR,10100,STD,499900,Tire,"29,149.48"
03/11/2018,MEA,10100,STD,110016,Bearing,22.54
03/11/2018,SAM,10100,CRD,17145,Tire,-360.84
03/11/2018,SAM,10100,STD,2095,Axle,"3,747.68"
03/11/2018,SAM,10100,STD,2095,Chains,451.05
03/11/2018,SAM,10100,STD,2095,Tire,"9,143.56"
03/11/2018,SAM,10100,STD,3023,Drivetrain,"1,209.80"
03/11/2018,SAM,10100,STD,3049,Tire,"15,745.88"
03/11/2018,SAM,10100,STD,14020,Axle,"8,216.55"
03/11/2018,SAM,10100,STD,14020,Pedal,"7,595.33"
03/11/2018,SAM,10100,STD,14020,Tire,"24,721.48"
04/11/2018,AUZ,10100,STD,110100,Other,99.64
04/11/2018,AUZ,10100,STD,110101,Other,126.72
04/11/2018,AUZ,10100,STD,110104,Other,6.23
04/11/2018,AUZ,10100,STD,230220,Other,14.1
04/11/2018,AUZ,10100,STD,232530,Tire,"121,918.65"
04/11/2018,AUZ,10100,STD,232560,Drivetrain,"9,437.56"
04/11/2018,EUR,10100,STD,110250,Axle,647.68
04/11/2018,EUR,10100,STD,110250,Drivetrain,"9,086.04"
04/11/2018,EUR,10100,STD,120100,Other,169.05
04/11/2018,EUR,10100,STD,200375,Tire,"2,792.33"
04/11/2018,EUR,10100,STD,400955,Axle,"7,190.84"
04/11/2018,EUR,10100,STD,400955,Chains,102
04/11/2018,EUR,10100,STD,400955,Drivetrain,"1,026.72"
04/11/2018,EUR,10100,STD,400955,Tire,"13,769.28"
04/11/2018,EUR,10100,STD,420000,Axle,"5,666.85"
04/11/2018,EUR,10100,STD,420000,Tire,"19,080.24"
04/11/2018,EUR,10100,STD,433160,Axle,"1,167.39"
04/11/2018,EUR,10100,STD,433290,Axle,371.25
04/11/2018,EUR,10100,STD,499905,Tire,289.68
04/11/2018,EUR,10100,STD,499910,Tire,89.38
04/11/2018,MEA,10100,STD,311113,Tire,"2,042.00"
04/11/2018,SAM,10100,CRD,14020,Axle,"-11,514.00"
04/11/2018,SAM,10100,CRD,14020,Chains,"-2,886.94"
04/11/2018,SAM,10100,CRD,14020,Drivetrain,"-12,199.32"
04/11/2018,SAM,10100,CRD,14020,Pedal,"-2,334.30"
04/11/2018,SAM,10100,CRD,14020,Tire,"-53,893.72"
04/11/2018,SAM,10100,STD,1077,Axle,"12,278.26"
04/11/2018,SAM,10100,STD,1077,Chains,395.92
04/11/2018,SAM,10100,STD,1077,Drivetrain,414.12
04/11/2018,SAM,10100,STD,1077,Pedal,24
04/11/2018,SAM,10100,STD,1077,Tire,"32,207.00"
04/11/2018,SAM,10100,STD,8000,Axle,983.71
04/11/2018,SAM,10100,STD,8000,Drivetrain,171.12
04/11/2018,SAM,10100,STD,8000,Saddle,"39,065.39"
04/11/2018,SAM,10100,STD,8000,Tire,"50,724.90"
04/11/2018,USA,10100,STD,110093,Chains,399.84
04/11/2018,USA,10100,STD,110093,Tire,"8,267.81"
04/11/2018,USA,10100,STD,112020,Tire,"1,467.48"
05/11/2018,AUZ,10100,STD,110100,Other,33.84
05/11/2018,AUZ,10100,STD,110101,Other,181.42
05/11/2018,AUZ,10100,STD,110102,Other,48.84
