Date,Currency,Value
03-Nov-18,BRL,3.77
04-Nov-18,BRL,3.77
05-Nov-18,BRL,3.77
06-Nov-18,BRL,3.77
07-Nov-18,BRL,3.77
08-Nov-18,BRL,3.77
09-Nov-18,BRL,3.77
10-Nov-18,BRL,3.77
11-Nov-18,BRL,3.77
12-Nov-18,BRL,3.77
13-Nov-18,BRL,3.77
14-Nov-18,BRL,3.77
15-Nov-18,BRL,3.77
16-Nov-18,BRL,3.77
17-Nov-18,BRL,3.77
18-Nov-18,BRL,3.77
19-Nov-18,BRL,3.77
20-Nov-18,BRL,3.77
21-Nov-18,BRL,3.77
22-Nov-18,BRL,3.77
23-Nov-18,BRL,3.77
24-Nov-18,BRL,3.77
25-Nov-18,BRL,3.77
26-Nov-18,BRL,3.77
27-Nov-18,BRL,3.77
28-Nov-18,BRL,3.77
29-Nov-18,BRL,3.77
30-Nov-18,BRL,3.77
01-Oct-18,BRL,3.76
02-Oct-18,BRL,3.76
03-Oct-18,BRL,3.76
04-Oct-18,BRL,3.76
05-Oct-18,BRL,3.76
06-Oct-18,BRL,3.76
07-Oct-18,BRL,3.76
08-Oct-18,BRL,3.76
09-Oct-18,BRL,3.76
10-Oct-18,BRL,3.76
11-Oct-18,BRL,3.76
12-Oct-18,BRL,3.76
13-Oct-18,BRL,3.76
14-Oct-18,BRL,3.76
15-Oct-18,BRL,3.76
16-Oct-18,BRL,3.76
17-Oct-18,BRL,3.76
18-Oct-18,BRL,3.76
19-Oct-18,BRL,3.76
20-Oct-18,BRL,3.76
21-Oct-18,BRL,3.76
22-Oct-18,BRL,3.76
23-Oct-18,BRL,3.76
24-Oct-18,BRL,3.76
25-Oct-18,BRL,3.76
26-Oct-18,BRL,3.76
27-Oct-18,BRL,3.76
28-Oct-18,BRL,3.76
29-Oct-18,BRL,3.76
30-Oct-18,BRL,3.76
31-Oct-18,BRL,3.76
01-Dec-18,BRL,3.88
02-Dec-18,BRL,3.88
03-Dec-18,BRL,3.88
04-Dec-18,BRL,3.88
05-Dec-18,BRL,3.88
06-Dec-18,BRL,3.88
07-Dec-18,BRL,3.88
08-Dec-18,BRL,3.88
09-Dec-18,BRL,3.88
10-Dec-18,BRL,3.88
11-Dec-18,BRL,3.88
12-Dec-18,BRL,3.88
13-Dec-18,BRL,3.88
14-Dec-18,BRL,3.88
15-Dec-18,BRL,3.88
16-Dec-18,BRL,3.88
17-Dec-18,BRL,3.88
18-Dec-18,BRL,3.88
19-Dec-18,BRL,3.88
20-Dec-18,BRL,3.88
21-Dec-18,BRL,3.88
22-Dec-18,BRL,3.88
23-Dec-18,BRL,3.88
24-Dec-18,BRL,3.88
25-Dec-18,BRL,3.88
26-Dec-18,BRL,3.88
27-Dec-18,BRL,3.88
28-Dec-18,BRL,3.88
29-Dec-18,BRL,3.88
30-Dec-18,BRL,3.88
31-Dec-18,BRL,3.88
01-May-18,BRL,3.62
02-May-18,BRL,3.62
03-May-18,BRL,3.62
04-May-18,BRL,3.62
05-May-18,BRL,3.62
06-May-18,BRL,3.62
07-May-18,BRL,3.62
08-May-18,BRL,3.62
09-May-18,BRL,3.62
10-May-18,BRL,3.62
11-May-18,BRL,3.62
12-May-18,BRL,3.62
13-May-18,BRL,3.62
14-May-18,BRL,3.62
15-May-18,BRL,3.62
16-May-18,BRL,3.62
17-May-18,BRL,3.62
18-May-18,BRL,3.62
19-May-18,BRL,3.62
20-May-18,BRL,3.62
21-May-18,BRL,3.62
22-May-18,BRL,3.62
23-May-18,BRL,3.62
24-May-18,BRL,3.62
25-May-18,BRL,3.62
26-May-18,BRL,3.62
27-May-18,BRL,3.62
28-May-18,BRL,3.62
29-May-18,BRL,3.62
30-May-18,BRL,3.62
31-May-18,BRL,3.62
01-Apr-18,BRL,3.4
02-Apr-18,BRL,3.4
03-Apr-18,BRL,3.4
04-Apr-18,BRL,3.4
05-Apr-18,BRL,3.4
06-Apr-18,BRL,3.4
07-Apr-18,BRL,3.4
08-Apr-18,BRL,3.4
09-Apr-18,BRL,3.4
10-Apr-18,BRL,3.4
11-Apr-18,BRL,3.4
12-Apr-18,BRL,3.4
13-Apr-18,BRL,3.4
14-Apr-18,BRL,3.4
15-Apr-18,BRL,3.4
16-Apr-18,BRL,3.4
17-Apr-18,BRL,3.4
18-Apr-18,BRL,3.4
19-Apr-18,BRL,3.4
20-Apr-18,BRL,3.4
21-Apr-18,BRL,3.4
22-Apr-18,BRL,3.4
23-Apr-18,BRL,3.4
24-Apr-18,BRL,3.4
25-Apr-18,BRL,3.4
26-Apr-18,BRL,3.4
27-Apr-18,BRL,3.4
28-Apr-18,BRL,3.4
29-Apr-18,BRL,3.4
30-Apr-18,BRL,3.4
01-Jun-18,BRL,3.78
02-Jun-18,BRL,3.78
03-Jun-18,BRL,3.78
04-Jun-18,BRL,3.78
05-Jun-18,BRL,3.78
06-Jun-18,BRL,3.78
07-Jun-18,BRL,3.78
08-Jun-18,BRL,3.78
09-Jun-18,BRL,3.78
10-Jun-18,BRL,3.78
11-Jun-18,BRL,3.78
12-Jun-18,BRL,3.78
13-Jun-18,BRL,3.78
14-Jun-18,BRL,3.78
15-Jun-18,BRL,3.78
16-Jun-18,BRL,3.78
17-Jun-18,BRL,3.78
18-Jun-18,BRL,3.78
19-Jun-18,BRL,3.78
20-Jun-18,BRL,3.78
21-Jun-18,BRL,3.78
22-Jun-18,BRL,3.78
23-Jun-18,BRL,3.78
24-Jun-18,BRL,3.78
25-Jun-18,BRL,3.78
26-Jun-18,BRL,3.78
27-Jun-18,BRL,3.78
28-Jun-18,BRL,3.78
29-Jun-18,BRL,3.78
30-Jun-18,BRL,3.78
01-Feb-18,BRL,3.25
02-Feb-18,BRL,3.25
03-Feb-18,BRL,3.25
04-Feb-18,BRL,3.25
05-Feb-18,BRL,3.25
06-Feb-18,BRL,3.25
07-Feb-18,BRL,3.25
08-Feb-18,BRL,3.25
09-Feb-18,BRL,3.25
10-Feb-18,BRL,3.25
11-Feb-18,BRL,3.25
12-Feb-18,BRL,3.25
13-Feb-18,BRL,3.25
14-Feb-18,BRL,3.25
15-Feb-18,BRL,3.25
16-Feb-18,BRL,3.25
17-Feb-18,BRL,3.25
18-Feb-18,BRL,3.25
19-Feb-18,BRL,3.25
20-Feb-18,BRL,3.25
21-Feb-18,BRL,3.25
22-Feb-18,BRL,3.25
23-Feb-18,BRL,3.25
24-Feb-18,BRL,3.25
25-Feb-18,BRL,3.25
26-Feb-18,BRL,3.25
27-Feb-18,BRL,3.25
28-Feb-18,BRL,3.25
01-Jan-18,BRL,3.21
02-Jan-18,BRL,3.21
03-Jan-18,BRL,3.21
04-Jan-18,BRL,3.21
05-Jan-18,BRL,3.21
06-Jan-18,BRL,3.21
07-Jan-18,BRL,3.21
08-Jan-18,BRL,3.21
09-Jan-18,BRL,3.21
10-Jan-18,BRL,3.21
11-Jan-18,BRL,3.21
12-Jan-18,BRL,3.21
13-Jan-18,BRL,3.21
14-Jan-18,BRL,3.21
15-Jan-18,BRL,3.21
16-Jan-18,BRL,3.21
17-Jan-18,BRL,3.21
18-Jan-18,BRL,3.21
19-Jan-18,BRL,3.21
20-Jan-18,BRL,3.21
21-Jan-18,BRL,3.21
22-Jan-18,BRL,3.21
23-Jan-18,BRL,3.21
24-Jan-18,BRL,3.21
25-Jan-18,BRL,3.21
26-Jan-18,BRL,3.21
27-Jan-18,BRL,3.21
28-Jan-18,BRL,3.21
29-Jan-18,BRL,3.21
30-Jan-18,BRL,3.21
31-Jan-18,BRL,3.21
01-Mar-18,BRL,3.28
02-Mar-18,BRL,3.28
03-Mar-18,BRL,3.28
04-Mar-18,BRL,3.28
05-Mar-18,BRL,3.28
06-Mar-18,BRL,3.28
07-Mar-18,BRL,3.28
08-Mar-18,BRL,3.28
09-Mar-18,BRL,3.28
10-Mar-18,BRL,3.28
11-Mar-18,BRL,3.28
12-Mar-18,BRL,3.28
13-Mar-18,BRL,3.28
14-Mar-18,BRL,3.28
15-Mar-18,BRL,3.28
16-Mar-18,BRL,3.28
17-Mar-18,BRL,3.28
18-Mar-18,BRL,3.28
19-Mar-18,BRL,3.28
20-Mar-18,BRL,3.28
21-Mar-18,BRL,3.28
22-Mar-18,BRL,3.28
23-Mar-18,BRL,3.28
24-Mar-18,BRL,3.28
25-Mar-18,BRL,3.28
26-Mar-18,BRL,3.28
27-Mar-18,BRL,3.28
28-Mar-18,BRL,3.28
29-Mar-18,BRL,3.28
30-Mar-18,BRL,3.28
31-Mar-18,BRL,3.28
01-Jul-19,BRL,3.78
02-Jul-19,BRL,3.78
03-Jul-19,BRL,3.78
04-Jul-19,BRL,3.78
05-Jul-19,BRL,3.78
06-Jul-19,BRL,3.78
07-Jul-19,BRL,3.78
08-Jul-19,BRL,3.78
09-Jul-19,BRL,3.78
10-Jul-19,BRL,3.78
11-Jul-19,BRL,3.78
12-Jul-19,BRL,3.78
13-Jul-19,BRL,3.78
14-Jul-19,BRL,3.78
15-Jul-19,BRL,3.78
16-Jul-19,BRL,3.78
17-Jul-19,BRL,3.78
18-Jul-19,BRL,3.78
19-Jul-19,BRL,3.78
20-Jul-19,BRL,3.78
21-Jul-19,BRL,3.78
22-Jul-19,BRL,3.78
23-Jul-19,BRL,3.78
24-Jul-19,BRL,3.78
25-Jul-19,BRL,3.78
26-Jul-19,BRL,3.78
27-Jul-19,BRL,3.78
28-Jul-19,BRL,3.78
29-Jul-19,BRL,3.78
30-Jul-19,BRL,3.78
31-Jul-19,BRL,3.78
01-Aug-19,BRL,4.01
02-Aug-19,BRL,4.01
03-Aug-19,BRL,4.01
04-Aug-19,BRL,4.01
05-Aug-19,BRL,4.01
06-Aug-19,BRL,4.01
07-Aug-19,BRL,4.01
08-Aug-19,BRL,4.01
09-Aug-19,BRL,4.01
10-Aug-19,BRL,4.01
11-Aug-19,BRL,4.01
12-Aug-19,BRL,4.01
13-Aug-19,BRL,4.01
14-Aug-19,BRL,4.01
15-Aug-19,BRL,4.01
16-Aug-19,BRL,4.01
17-Aug-19,BRL,4.01
18-Aug-19,BRL,4.01
19-Aug-19,BRL,4.01
20-Aug-19,BRL,4.01
21-Aug-19,BRL,4.01
22-Aug-19,BRL,4.01
23-Aug-19,BRL,4.01
24-Aug-19,BRL,4.01
25-Aug-19,BRL,4.01
26-Aug-19,BRL,4.01
27-Aug-19,BRL,4.01
28-Aug-19,BRL,4.01
29-Aug-19,BRL,4.01
30-Aug-19,BRL,4.01
31-Aug-19,BRL,4.01
01-Sep-19,BRL,4.12
02-Sep-19,BRL,4.12
03-Sep-19,BRL,4.12
04-Sep-19,BRL,4.12
05-Sep-19,BRL,4.12
06-Sep-19,BRL,4.12
07-Sep-19,BRL,4.12
08-Sep-19,BRL,4.12
09-Sep-19,BRL,4.12
10-Sep-19,BRL,4.12
11-Sep-19,BRL,4.12
12-Sep-19,BRL,4.12
13-Sep-19,BRL,4.12
14-Sep-19,BRL,4.12
15-Sep-19,BRL,4.12
16-Sep-19,BRL,4.12
17-Sep-19,BRL,4.12
18-Sep-19,BRL,4.12
19-Sep-19,BRL,4.12
20-Sep-19,BRL,4.12
21-Sep-19,BRL,4.12
22-Sep-19,BRL,4.12
23-Sep-19,BRL,4.12
24-Sep-19,BRL,4.12
25-Sep-19,BRL,4.12
26-Sep-19,BRL,4.12
27-Sep-19,BRL,4.12
28-Sep-19,BRL,4.12
29-Sep-19,BRL,4.12
30-Sep-19,BRL,4.12
01-Nov-19,BRL,4.15
02-Nov-19,BRL,4.15
03-Nov-19,BRL,4.15
04-Nov-19,BRL,4.15
05-Nov-19,BRL,4.15
06-Nov-19,BRL,4.15
07-Nov-19,BRL,4.15
08-Nov-19,BRL,4.15
09-Nov-19,BRL,4.15
10-Nov-19,BRL,4.15
11-Nov-19,BRL,4.15
12-Nov-19,BRL,4.15
13-Nov-19,BRL,4.15
14-Nov-19,BRL,4.15
15-Nov-19,BRL,4.15
16-Nov-19,BRL,4.15
17-Nov-19,BRL,4.15
18-Nov-19,BRL,4.15
19-Nov-19,BRL,4.15
20-Nov-19,BRL,4.15
21-Nov-19,BRL,4.15
22-Nov-19,BRL,4.15
23-Nov-19,BRL,4.15
24-Nov-19,BRL,4.15
25-Nov-19,BRL,4.15
26-Nov-19,BRL,4.15
27-Nov-19,BRL,4.15
28-Nov-19,BRL,4.15
29-Nov-19,BRL,4.15
30-Nov-19,BRL,4.15
01-Oct-19,BRL,4.09
02-Oct-19,BRL,4.09
03-Oct-19,BRL,4.09
04-Oct-19,BRL,4.09
05-Oct-19,BRL,4.09
06-Oct-19,BRL,4.09
07-Oct-19,BRL,4.09
08-Oct-19,BRL,4.09
09-Oct-19,BRL,4.09
10-Oct-19,BRL,4.09
11-Oct-19,BRL,4.09
12-Oct-19,BRL,4.09
13-Oct-19,BRL,4.09
14-Oct-19,BRL,4.09
15-Oct-19,BRL,4.09
16-Oct-19,BRL,4.09
17-Oct-19,BRL,4.09
18-Oct-19,BRL,4.09
19-Oct-19,BRL,4.09
20-Oct-19,BRL,4.09
21-Oct-19,BRL,4.09
22-Oct-19,BRL,4.09
23-Oct-19,BRL,4.09
24-Oct-19,BRL,4.09
25-Oct-19,BRL,4.09
26-Oct-19,BRL,4.09
27-Oct-19,BRL,4.09
28-Oct-19,BRL,4.09
29-Oct-19,BRL,4.09
30-Oct-19,BRL,4.09
31-Oct-19,BRL,4.09
01-Dec-19,BRL,4.11
02-Dec-19,BRL,4.11
03-Dec-19,BRL,4.11
04-Dec-19,BRL,4.11
05-Dec-19,BRL,4.11
06-Dec-19,BRL,4.11
07-Dec-19,BRL,4.11
08-Dec-19,BRL,4.11
09-Dec-19,BRL,4.11
10-Dec-19,BRL,4.11
11-Dec-19,BRL,4.11
12-Dec-19,BRL,4.11
13-Dec-19,BRL,4.11
14-Dec-19,BRL,4.11
15-Dec-19,BRL,4.11
16-Dec-19,BRL,4.11
17-Dec-19,BRL,4.11
18-Dec-19,BRL,4.11
19-Dec-19,BRL,4.11
20-Dec-19,BRL,4.11
21-Dec-19,BRL,4.11
22-Dec-19,BRL,4.11
23-Dec-19,BRL,4.11
24-Dec-19,BRL,4.11
25-Dec-19,BRL,4.11
26-Dec-19,BRL,4.11
27-Dec-19,BRL,4.11
28-Dec-19,BRL,4.11
29-Dec-19,BRL,4.11
30-Dec-19,BRL,4.11
31-Dec-19,BRL,4.11
01-May-19,BRL,4
02-May-19,BRL,4
03-May-19,BRL,4
04-May-19,BRL,4
05-May-19,BRL,4
06-May-19,BRL,4
07-May-19,BRL,4
08-May-19,BRL,4
09-May-19,BRL,4
10-May-19,BRL,4
11-May-19,BRL,4
12-May-19,BRL,4
13-May-19,BRL,4
14-May-19,BRL,4
15-May-19,BRL,4
16-May-19,BRL,4
17-May-19,BRL,4
18-May-19,BRL,4
19-May-19,BRL,4
20-May-19,BRL,4
21-May-19,BRL,4
22-May-19,BRL,4
23-May-19,BRL,4
24-May-19,BRL,4
25-May-19,BRL,4
26-May-19,BRL,4
27-May-19,BRL,4
28-May-19,BRL,4
29-May-19,BRL,4
30-May-19,BRL,4
31-May-19,BRL,4
01-Apr-19,BRL,3.9
02-Apr-19,BRL,3.9
03-Apr-19,BRL,3.9
04-Apr-19,BRL,3.9
05-Apr-19,BRL,3.9
06-Apr-19,BRL,3.9
07-Apr-19,BRL,3.9
08-Apr-19,BRL,3.9
09-Apr-19,BRL,3.9
10-Apr-19,BRL,3.9
11-Apr-19,BRL,3.9
12-Apr-19,BRL,3.9
13-Apr-19,BRL,3.9
14-Apr-19,BRL,3.9
15-Apr-19,BRL,3.9
16-Apr-19,BRL,3.9
17-Apr-19,BRL,3.9
18-Apr-19,BRL,3.9
19-Apr-19,BRL,3.9
20-Apr-19,BRL,3.9
21-Apr-19,BRL,3.9
22-Apr-19,BRL,3.9
23-Apr-19,BRL,3.9
24-Apr-19,BRL,3.9
25-Apr-19,BRL,3.9
26-Apr-19,BRL,3.9
27-Apr-19,BRL,3.9
28-Apr-19,BRL,3.9
29-Apr-19,BRL,3.9
30-Apr-19,BRL,3.9
01-Jun-19,BRL,3.87
02-Jun-19,BRL,3.87
03-Jun-19,BRL,3.87
04-Jun-19,BRL,3.87
05-Jun-19,BRL,3.87
06-Jun-19,BRL,3.87
07-Jun-19,BRL,3.87
08-Jun-19,BRL,3.87
09-Jun-19,BRL,3.87
10-Jun-19,BRL,3.87
11-Jun-19,BRL,3.87
12-Jun-19,BRL,3.87
13-Jun-19,BRL,3.87
14-Jun-19,BRL,3.87
15-Jun-19,BRL,3.87
16-Jun-19,BRL,3.87
17-Jun-19,BRL,3.87
18-Jun-19,BRL,3.87
19-Jun-19,BRL,3.87
20-Jun-19,BRL,3.87
21-Jun-19,BRL,3.87
22-Jun-19,BRL,3.87
23-Jun-19,BRL,3.87
24-Jun-19,BRL,3.87
25-Jun-19,BRL,3.87
26-Jun-19,BRL,3.87
27-Jun-19,BRL,3.87
28-Jun-19,BRL,3.87
29-Jun-19,BRL,3.87
30-Jun-19,BRL,3.87
01-Feb-19,BRL,3.72
02-Feb-19,BRL,3.72
03-Feb-19,BRL,3.72
04-Feb-19,BRL,3.72
05-Feb-19,BRL,3.72
06-Feb-19,BRL,3.72
07-Feb-19,BRL,3.72
08-Feb-19,BRL,3.72
09-Feb-19,BRL,3.72
10-Feb-19,BRL,3.72
11-Feb-19,BRL,3.72
12-Feb-19,BRL,3.72
13-Feb-19,BRL,3.72
14-Feb-19,BRL,3.72
15-Feb-19,BRL,3.72
16-Feb-19,BRL,3.72
17-Feb-19,BRL,3.72
18-Feb-19,BRL,3.72
19-Feb-19,BRL,3.72
20-Feb-19,BRL,3.72
21-Feb-19,BRL,3.72
22-Feb-19,BRL,3.72
23-Feb-19,BRL,3.72
24-Feb-19,BRL,3.72
25-Feb-19,BRL,3.72
26-Feb-19,BRL,3.72
27-Feb-19,BRL,3.72
28-Feb-19,BRL,3.72
01-Jan-19,BRL,3.75
02-Jan-19,BRL,3.75
03-Jan-19,BRL,3.75
04-Jan-19,BRL,3.75
05-Jan-19,BRL,3.75
06-Jan-19,BRL,3.75
07-Jan-19,BRL,3.75
08-Jan-19,BRL,3.75
09-Jan-19,BRL,3.75
10-Jan-19,BRL,3.75
11-Jan-19,BRL,3.75
12-Jan-19,BRL,3.75
13-Jan-19,BRL,3.75
14-Jan-19,BRL,3.75
15-Jan-19,BRL,3.75
16-Jan-19,BRL,3.75
17-Jan-19,BRL,3.75
18-Jan-19,BRL,3.75
19-Jan-19,BRL,3.75
20-Jan-19,BRL,3.75
21-Jan-19,BRL,3.75
22-Jan-19,BRL,3.75
23-Jan-19,BRL,3.75
24-Jan-19,BRL,3.75
25-Jan-19,BRL,3.75
26-Jan-19,BRL,3.75
27-Jan-19,BRL,3.75
28-Jan-19,BRL,3.75
29-Jan-19,BRL,3.75
30-Jan-19,BRL,3.75
31-Jan-19,BRL,3.75
01-Mar-19,BRL,3.84
02-Mar-19,BRL,3.84
03-Mar-19,BRL,3.84
04-Mar-19,BRL,3.84
05-Mar-19,BRL,3.84
06-Mar-19,BRL,3.84
07-Mar-19,BRL,3.84
08-Mar-19,BRL,3.84
09-Mar-19,BRL,3.84
10-Mar-19,BRL,3.84
11-Mar-19,BRL,3.84
12-Mar-19,BRL,3.84
13-Mar-19,BRL,3.84
14-Mar-19,BRL,3.84
15-Mar-19,BRL,3.84
16-Mar-19,BRL,3.84
17-Mar-19,BRL,3.84
18-Mar-19,BRL,3.84
19-Mar-19,BRL,3.84
20-Mar-19,BRL,3.84
21-Mar-19,BRL,3.84
22-Mar-19,BRL,3.84
23-Mar-19,BRL,3.84
24-Mar-19,BRL,3.84
25-Mar-19,BRL,3.84
26-Mar-19,BRL,3.84
27-Mar-19,BRL,3.84
28-Mar-19,BRL,3.84
29-Mar-19,BRL,3.84
30-Mar-19,BRL,3.84
31-Mar-19,BRL,3.84
01-Jul-20,BRL,5.37
02-Jul-20,BRL,5.37
03-Jul-20,BRL,5.37
04-Jul-20,BRL,5.37
05-Jul-20,BRL,5.37
06-Jul-20,BRL,5.37
07-Jul-20,BRL,5.37
08-Jul-20,BRL,5.37
09-Jul-20,BRL,5.37
10-Jul-20,BRL,5.37
11-Jul-20,BRL,5.37
12-Jul-20,BRL,5.37
13-Jul-20,BRL,5.37
14-Jul-20,BRL,5.37
15-Jul-20,BRL,5.37
16-Jul-20,BRL,5.37
17-Jul-20,BRL,5.37
18-Jul-20,BRL,5.37
19-Jul-20,BRL,5.37
20-Jul-20,BRL,5.37
21-Jul-20,BRL,5.37
22-Jul-20,BRL,5.37
23-Jul-20,BRL,5.37
24-Jul-20,BRL,5.37
25-Jul-20,BRL,5.37
26-Jul-20,BRL,5.37
27-Jul-20,BRL,5.37
28-Jul-20,BRL,5.37
29-Jul-20,BRL,5.37
30-Jul-20,BRL,5.37
31-Jul-20,BRL,5.37
01-May-20,BRL,5.62
02-May-20,BRL,5.62
03-May-20,BRL,5.62
04-May-20,BRL,5.62
05-May-20,BRL,5.62
06-May-20,BRL,5.62
07-May-20,BRL,5.62
08-May-20,BRL,5.62
09-May-20,BRL,5.62
10-May-20,BRL,5.62
11-May-20,BRL,5.62
12-May-20,BRL,5.62
13-May-20,BRL,5.62
14-May-20,BRL,5.62
15-May-20,BRL,5.62
16-May-20,BRL,5.62
17-May-20,BRL,5.62
18-May-20,BRL,5.62
19-May-20,BRL,5.62
20-May-20,BRL,5.62
21-May-20,BRL,5.62
22-May-20,BRL,5.62
23-May-20,BRL,5.62
24-May-20,BRL,5.62
25-May-20,BRL,5.62
26-May-20,BRL,5.62
27-May-20,BRL,5.62
28-May-20,BRL,5.62
29-May-20,BRL,5.62
30-May-20,BRL,5.62
31-May-20,BRL,5.62
01-Apr-20,BRL,5.31
02-Apr-20,BRL,5.31
03-Apr-20,BRL,5.31
04-Apr-20,BRL,5.31
05-Apr-20,BRL,5.31
06-Apr-20,BRL,5.31
07-Apr-20,BRL,5.31
08-Apr-20,BRL,5.31
09-Apr-20,BRL,5.31
10-Apr-20,BRL,5.31
11-Apr-20,BRL,5.31
12-Apr-20,BRL,5.31
13-Apr-20,BRL,5.31
14-Apr-20,BRL,5.31
15-Apr-20,BRL,5.31
16-Apr-20,BRL,5.31
17-Apr-20,BRL,5.31
18-Apr-20,BRL,5.31
19-Apr-20,BRL,5.31
20-Apr-20,BRL,5.31
21-Apr-20,BRL,5.31
22-Apr-20,BRL,5.31
23-Apr-20,BRL,5.31
24-Apr-20,BRL,5.31
25-Apr-20,BRL,5.31
26-Apr-20,BRL,5.31
27-Apr-20,BRL,5.31
28-Apr-20,BRL,5.31
29-Apr-20,BRL,5.31
30-Apr-20,BRL,5.31
01-Jun-20,BRL,5.2
02-Jun-20,BRL,5.2
03-Jun-20,BRL,5.2
04-Jun-20,BRL,5.2
05-Jun-20,BRL,5.2
06-Jun-20,BRL,5.2
07-Jun-20,BRL,5.2
08-Jun-20,BRL,5.2
09-Jun-20,BRL,5.2
10-Jun-20,BRL,5.2
11-Jun-20,BRL,5.2
12-Jun-20,BRL,5.2
13-Jun-20,BRL,5.2
14-Jun-20,BRL,5.2
15-Jun-20,BRL,5.2
16-Jun-20,BRL,5.2
17-Jun-20,BRL,5.2
18-Jun-20,BRL,5.2
19-Jun-20,BRL,5.2
20-Jun-20,BRL,5.2
21-Jun-20,BRL,5.2
22-Jun-20,BRL,5.2
23-Jun-20,BRL,5.2
24-Jun-20,BRL,5.2
25-Jun-20,BRL,5.2
26-Jun-20,BRL,5.2
27-Jun-20,BRL,5.2
28-Jun-20,BRL,5.2
29-Jun-20,BRL,5.2
30-Jun-20,BRL,5.2
01-Feb-20,BRL,4.34
02-Feb-20,BRL,4.34
03-Feb-20,BRL,4.34
04-Feb-20,BRL,4.34
05-Feb-20,BRL,4.34
06-Feb-20,BRL,4.34
07-Feb-20,BRL,4.34
08-Feb-20,BRL,4.34
09-Feb-20,BRL,4.34
10-Feb-20,BRL,4.34
11-Feb-20,BRL,4.34
12-Feb-20,BRL,4.34
13-Feb-20,BRL,4.34
14-Feb-20,BRL,4.34
15-Feb-20,BRL,4.34
16-Feb-20,BRL,4.34
17-Feb-20,BRL,4.34
18-Feb-20,BRL,4.34
19-Feb-20,BRL,4.34
20-Feb-20,BRL,4.34
21-Feb-20,BRL,4.34
22-Feb-20,BRL,4.34
23-Feb-20,BRL,4.34
24-Feb-20,BRL,4.34
25-Feb-20,BRL,4.34
26-Feb-20,BRL,4.34
27-Feb-20,BRL,4.34
28-Feb-20,BRL,4.34
29-Feb-20,BRL,4.34
01-Jan-20,BRL,4.14
02-Jan-20,BRL,4.14
03-Jan-20,BRL,4.14
04-Jan-20,BRL,4.14
05-Jan-20,BRL,4.14
06-Jan-20,BRL,4.14
07-Jan-20,BRL,4.14
08-Jan-20,BRL,4.14
09-Jan-20,BRL,4.14
10-Jan-20,BRL,4.14
11-Jan-20,BRL,4.14
12-Jan-20,BRL,4.14
13-Jan-20,BRL,4.14
14-Jan-20,BRL,4.14
15-Jan-20,BRL,4.14
16-Jan-20,BRL,4.14
17-Jan-20,BRL,4.14
18-Jan-20,BRL,4.14
19-Jan-20,BRL,4.14
20-Jan-20,BRL,4.14
21-Jan-20,BRL,4.14
22-Jan-20,BRL,4.14
23-Jan-20,BRL,4.14
24-Jan-20,BRL,4.14
25-Jan-20,BRL,4.14
26-Jan-20,BRL,4.14
27-Jan-20,BRL,4.14
28-Jan-20,BRL,4.14
29-Jan-20,BRL,4.14
30-Jan-20,BRL,4.14
31-Jan-20,BRL,4.14
01-Mar-20,BRL,4.87
02-Mar-20,BRL,4.87
03-Mar-20,BRL,4.87
04-Mar-20,BRL,4.87
05-Mar-20,BRL,4.87
06-Mar-20,BRL,4.87
07-Mar-20,BRL,4.87
08-Mar-20,BRL,4.87
09-Mar-20,BRL,4.87
10-Mar-20,BRL,4.87
11-Mar-20,BRL,4.87
12-Mar-20,BRL,4.87
13-Mar-20,BRL,4.87
14-Mar-20,BRL,4.87
15-Mar-20,BRL,4.87
16-Mar-20,BRL,4.87
17-Mar-20,BRL,4.87
18-Mar-20,BRL,4.87
19-Mar-20,BRL,4.87
20-Mar-20,BRL,4.87
21-Mar-20,BRL,4.87
22-Mar-20,BRL,4.87
23-Mar-20,BRL,4.87
24-Mar-20,BRL,4.87
25-Mar-20,BRL,4.87
26-Mar-20,BRL,4.87
27-Mar-20,BRL,4.87
28-Mar-20,BRL,4.87
29-Mar-20,BRL,4.87
30-Mar-20,BRL,4.87
31-Mar-20,BRL,4.87
01-Jul-20,EGP,16.15
02-Jul-20,EGP,16.15
03-Jul-20,EGP,16.15
04-Jul-20,EGP,16.15
05-Jul-20,EGP,16.15
06-Jul-20,EGP,16.15
07-Jul-20,EGP,16.15
08-Jul-20,EGP,16.15
09-Jul-20,EGP,16.15
10-Jul-20,EGP,16.15
11-Jul-20,EGP,16.15
12-Jul-20,EGP,16.15
13-Jul-20,EGP,16.15
14-Jul-20,EGP,16.15
15-Jul-20,EGP,16.15
16-Jul-20,EGP,16.15
17-Jul-20,EGP,16.15
18-Jul-20,EGP,16.15
19-Jul-20,EGP,16.15
20-Jul-20,EGP,16.15
21-Jul-20,EGP,16.15
22-Jul-20,EGP,16.15
23-Jul-20,EGP,16.15
24-Jul-20,EGP,16.15
25-Jul-20,EGP,16.15
26-Jul-20,EGP,16.15
27-Jul-20,EGP,16.15
28-Jul-20,EGP,16.15
29-Jul-20,EGP,16.15
30-Jul-20,EGP,16.15
31-Jul-20,EGP,16.15
01-May-20,EGP,15.8
02-May-20,EGP,15.8
03-May-20,EGP,15.8
04-May-20,EGP,15.8
05-May-20,EGP,15.8
06-May-20,EGP,15.8
07-May-20,EGP,15.8
08-May-20,EGP,15.8
09-May-20,EGP,15.8
10-May-20,EGP,15.8
11-May-20,EGP,15.8
